CD_UF;NM_UF;SG_UF;CD_MUNIC;NM_MUNIC;IDCQ0001;OCORRENCIA;CD_LQ;PREFIXO;NM_CQ;CD_AGLOM;NM_AGLOM;CD_TQ;NM_TQ;P_FCP;Lat_d;Long_d
53;DISTRITO FEDERAL;DF;5300108;Brasília;02041;1;5300108020411;COMUNIDADE QUILOMBOLA;COORDENAÇÃO NACIONAL DE ARTICULAÇÃO DE QUILOMBOS (CONAQ);;;;;;-15.8273897384418;-47.9833826734709
53;DISTRITO FEDERAL;DF;5300108;Brasília;03323;1;5300108033231;COMUNIDADE QUILOMBOLA;KALUNGA;;;;;;-15.8983721527;-48.1233303058
53;DISTRITO FEDERAL;DF;5300108;Brasília;04045;1;5300108040451;COMUNIDADE QUILOMBOLA;MESQUITA;;;128;MESQUITA;;-16.0401434809059;-47.8673750837155
